"Company","Model","Buyer Gender","Buyer Age","Country","Color","New Car","Sale Price","Discount","Resell Price","Top Speed"
"Mazda","RX-7","Female","39","India","Purple","","14535.43","0.4481","10179.63","198.6"
"Buick","LeSabre","Male","52","India","Khaki","1","74433.98","0.6851","38055.63","192.2"
"Mercedes-Benz","E-Class","Male","42","India","Blue","","19232.85","0.3448","44384.12","248.1"
"Porsche","928","Female","71","India","Green","1","10422.84","0.2717","19406.75","198"
"Chevrolet","Express 1500","Male","42","India","Blue","1","29122.36","0.6696","17751.41","143.3"
"Acura","Integra","Male","28","India","Khaki","1","69093.07","0.537","21187.34","177.6"
"Toyota","Tundra","Male","59","India","Crimson","","91913.2","0.6597","28484.34","174"
"GMC","2500","Female","57","India","Teal","1","27506.15","0.3603","15663.03","226"
"Toyota","MR2","Female","55","India","Khaki","","24169.67","0.6428","3095.66","173.4"
"Hummer","H1","Female","42","India","Indigo","1","35055.44","0.3727","38963.8","183"
"Lincoln","MKT","Male","70","India","Turquoise","","44265.59","0.6532","38901.93","186.7"
"BMW","530","Female","32","India","Goldenrod","1","54344.95","0.4958","39625.66","232.7"
"Mercury","Villager","Female","23","India","Goldenrod","1","36094.7","0.3104","10801.22","154.9"
"Land Rover","Discovery","Male","24","India","Puce","1","36824.76","0.0735","17121.64","222.4"
"Ford","E-Series","Female","38","India","Yellow","","96876.22","0.4839","22816.11","143.2"
"Mercury","Sable","Female","54","India","Turquoise","1","17306.24","0.1338","43423.17","189.9"
"Nissan","Pathfinder","Male","55","India","Turquoise","","82039.04","0.5703","38257.5","166.4"
"Saab","9000","Female","60","India","Crimson","","78753.97","0.4502","30781.26","160.5"
"Volvo","XC90","Female","56","India","Violet","1","21997.89","0.2363","44299.36","206.9"
"Volkswagen","rio","Female","53","India","Violet","1","48728.97","0.0475","8439.52","177.5"
"Oldsmobile","Cutlass","Female","75","India","Turquoise","1","36786.8","0.2342","33727.06","220.2"
"Audi","Q7","Female","73","India","Red","1","23436.85","0.3114","13290.53","188.3"
"Chrysler","Imperial","Female","44","India","Turquoise","","36257.76","0.2514","48217.71","249.5"
"Toyota","Echo","Male","52","India","Purple","1","89199.41","0.0192","18176.55","237.9"
"Ford","E350","Male","44","India","Purple","1","79831.49","0.0737","26680.04","166.2"
"GMC","Yukon XL 2500","Male","21","India","Maroon","","34788.02","0.659","38600.62","134.2"
"Chevrolet","HHR","Male","40","India","Teal","1","78258.38","0.022","18189.82","178.2"
"Mitsubishi","Pajero","Male","40","India","Violet","","46101.73","0.0337","11511.03","183.6"
"Isuzu","Hombre Space","Female","75","India","Mauv","1","18275.69","0.3536","2993.98","180.4"
"Chevrolet","Aveo","Male","22","India","Goldenrod","1","79120.44","0.6553","17042.05","215.7"
"Volvo","V90","Male","54","India","Fuscia","","68115.66","0.3625","39671.8","210.2"
"Acura","TL","Female","67","India","Red","","26470.95","0.6802","41287.84","213.4"
"Honda","Civic","Female","22","India","Violet","","45516.06","0.5935","9242.35","209.5"
"Toyota","Camry","Female","58","India","Red","1","53683.96","0.4019","42492.46","212.9"
"Chevrolet","Suburban 1500","Female","23","India","Yellow","","96565.09","0.6175","42604.41","190.9"
"Dodge","Ram 2500","Male","36","India","Purple","1","96734.45","0.2467","34276.83","217.3"
"Hyundai","Equus","Female","44","India","Mauv","","78856.03","0.4088","35896.42","193.2"
"Ford","Thunderbird","Female","36","India","Violet","","63370.12","0.2161","42778.3","157.7"
"Audi","A8","Male","33","India","Teal","","48397.8","0.1177","16023.92","120.6"
"GMC","Sonoma","Male","72","India","Orange","1","38270.93","0.1095","41318.27","229.5"
"Pontiac","Grand Prix","Female","26","India","Mauv","1","77054.7","0.6254","8821.74","205.3"
"Mercedes-Benz","300SL","Female","55","India","Khaki","","14291.08","0.3436","45717.04","226.9"
"Buick","LeSabre","Male","53","India","Fuscia","","86755.42","0.295","9028.9","120.5"
"GMC","2500 Club Coupe","Male","73","India","Maroon","","40481.5","0.3489","46847.13","204.9"
"Hyundai","Excel","Female","23","India","Crimson","1","83779.18","0.0811","22929.67","225.6"
"Dodge","Dakota","Male","39","India","Yellow","","33319.56","0.2123","29718.17","231.1"
"Chevrolet","Express 1500","Male","66","India","Violet","1","50911.02","0.3255","30741.42","163.5"
"Ford","Econoline E350","Female","35","India","Fuscia","","37656.44","0.6697","32021.55","207.2"
"Ford","Mustang","Female","72","India","Puce","","76882.03","0.0595","48874.71","170.9"
"Mazda","Tribute","Female","55","India","Turquoise","","59463.24","0.1686","15196.22","241.3"
"Kia","Sedona","Female","37","India","Green","","18552.33","0.2306","37340.19","154.3"
"Mercury","Cougar","Male","48","India","Red","","55286.39","0.1181","19148.65","127.5"
"Acura","TL","Female","73","India","Orange","","84400.48","0.0739","34211.91","151"
"Plymouth","Acclaim","Male","55","India","Blue","1","77886.68","0.4474","12935.73","191.8"
"BMW","325","Female","44","India","Blue","","94541.61","0.4456","45348.44","154.4"
"Plymouth","Colt","Female","54","India","Aquamarine","","19465.74","0.1443","6708.36","248.3"
"Chevrolet","G-Series G30","Female","48","India","Teal","","80108.28","0.6812","6684.53","208.6"
"Dodge","Intrepid","Male","20","India","Green","","98871.66","0.2088","36605.2","235.1"
"Infiniti","G","Male","52","India","Goldenrod","","74086.46","0.0098","24491.4","153"
"Chevrolet","Express 2500","Male","30","India","Orange","","31329.68","0.6701","29004.61","169.9"
"Cadillac","SRX","Male","73","India","Blue","1","26048.41","0.3573","34056.66","237.8"
"Volkswagen","Golf","Male","62","India","Yellow","","61711.56","0.0688","34488.95","126.9"
"Toyota","Tacoma Xtra","Female","53","India","Goldenrod","","18788.8","0.1903","21552.33","162.6"
"Rolls-Royce","Phantom","Female","37","India","Orange","1","11367.03","0.5789","6127.62","214"
"Honda","Insight","Female","55","India","Violet","","93935.5","0.323","48749.1","198.8"
"Chevrolet","Camaro","Female","39","India","Fuscia","1","25712.68","0.4312","29944.5","158.3"
"Buick","Regal","Female","49","India","Teal","1","16281.02","0.3437","19537.1","174.1"
"Chevrolet","Express 3500","Female","30","India","Khaki","","26684.6","0.5192","40631.72","220.4"
"Kia","Sephia","Male","30","India","Violet","","66194.81","0.6716","20482.01","225.4"
"GMC","Yukon XL 2500","Male","25","India","Fuscia","1","11289.74","0.3701","39546.14","128"
"Chevrolet","Silverado 3500","Male","69","India","Yellow","1","49953.35","0.4917","7239.81","131.1"
"Chevrolet","Impala","Female","74","India","Turquoise","1","37460.08","0.6359","14412.66","143.5"
"BMW","Z4","Male","64","India","Crimson","1","77983.92","0.245","42713.6","179.2"
"Suzuki","Sidekick","Female","23","India","Goldenrod","","71725.87","0.1492","24295.05","159.8"
"Mitsubishi","Sigma","Female","34","India","Violet","","60499.76","0.672","44815.41","154.7"
"Chrysler","PT Cruiser","Female","48","India","Yellow","1","69968.68","0.1784","48477.83","139.4"
"Chevrolet","Express 1500","Female","61","India","Turquoise","","26293.04","0.1845","23772.58","163.9"
"Suzuki","Swift","Male","71","India","Puce","1","59626.55","0.6088","32693.06","134.8"
"Buick","Electra","Female","45","India","Blue","","77761.34","0.0484","49975.97","199.6"
"Lincoln","Continental Mark VII","Female","47","India","Fuscia","","45992.42","0.5232","25028.22","156.1"
"Maybach","Landaulet","Male","37","India","Purple","","72069.2","0.4572","24846.72","148.4"
"Pontiac","G5","Male","50","India","Indigo","","56074.65","0.5982","46403.51","170"
"Volkswagen","Routan","Female","20","India","Puce","1","29372.94","0.4212","22766.95","209.7"
"BMW","550","Male","38","India","Teal","1","35868","0.642","28219.98","238.3"
"Ford","Explorer","Male","71","India","Turquoise","1","10692.63","0.5738","48930.82","248"
"Chevrolet","Camaro","Female","42","India","Aquamarine","","38549.62","0.6866","32597.31","222.6"
"Geo","Prizm","Female","22","India","Fuscia","","81083.54","0.0639","15312.85","130.6"
"Mitsubishi","Montero Sport","Male","36","India","Goldenrod","1","53223.11","0.653","9313.83","137.2"
"Volvo","V70","Male","52","India","Turquoise","","87880.55","0.0426","18126.25","240.4"
"Chrysler","PT Cruiser","Female","69","India","Yellow","1","94382.83","0.1661","39772.25","168.9"
"Buick","Park Avenue","Female","75","India","Khaki","","11347.9","0.4921","25904.91","180.3"
"Jaguar","XK Series","Male","58","India","Violet","","82276.1","0.4348","38076.79","220.1"
"Mercedes-Benz","300E","Female","64","India","Indigo","1","91377.58","0.0065","14297.97","190.6"
"Acura","NSX","Female","42","India","Puce","","17521.93","0.4009","42639.7","155.1"
"GMC","Sonoma","Male","48","India","Goldenrod","1","23616.77","0.2373","29514.88","249.5"
"Toyota","Matrix","Female","21","India","Khaki","","58614.61","0.3867","29822.58","130.8"
"Buick","Regal","Female","20","India","Goldenrod","","41430.63","0.1157","2777.18","248.1"
"Lincoln","Continental Mark VII","Female","54","India","Pink","","67773.9","0.2111","27185.1","169.4"
"Mitsubishi","Mirage","Male","41","India","Orange","","47639.85","0.2746","9053.25","235.1"
"Pontiac","1000","Female","69","India","Maroon","1","84740.15","0.4216","29926.08","208.9"
"Toyota","Avalon","Female","36","India","Teal","","49194.27","0.2533","13377.27","130.6"
"Ford","E-Series","Male","53","India","Fuscia","1","85275.91","0.2645","49825.38","150"
"Suzuki","Grand Vitara","Male","39","India","Mauv","1","18572.96","0.0494","43831.25","134.6"
"Nissan","Maxima","Female","34","India","Teal","1","73672.08","0.0299","7372.99","233.9"
"Ford","Courier","Male","25","India","Purple","","31097.49","0.5899","28702.22","217.5"
"BMW","M6","Female","70","India","Violet","","94749.91","0.6551","30180.59","131.1"
"Suzuki","Aerio","Female","32","India","Khaki","1","46299.28","0.4415","11994.41","175.5"
"Ford","F350","Male","75","India","Aquamarine","1","76233.58","0.2318","32307.3","194.9"
"Hyundai","Accent","Female","22","India","Orange","","77174.46","0.0753","2168.83","246.5"
"Jaguar","XJ Series","Male","35","India","Crimson","","53409.33","0.5908","23323.03","198.1"
"BMW","M5","Female","45","India","Teal","","35512.32","0.3277","2698.71","137"
"GMC","Rally Wagon G3500","Female","56","India","Blue","","90962.14","0.1752","30073.1","124.9"
"BMW","7 Series","Female","33","India","Violet","","92742.2","0.5501","29746.54","151.6"
"Dodge","Intrepid","Female","44","India","Goldenrod","1","54496.35","0.159","32728.81","221.1"
"Mercedes-Benz","G-Class","Male","22","India","Maroon","1","28159.96","0.4756","36809.57","235.6"
"GMC","Canyon","Female","69","India","Purple","","43745.94","0.6796","20634.64","131.6"
"GMC","Savana 2500","Male","68","India","Blue","","51947.53","0.4169","30244.39","139.2"
"Chevrolet","Lumina","Male","64","India","Indigo","","61412.12","0.6429","23785.66","182.8"
"Ford","Flex","Female","34","India","Purple","","39573.85","0.2169","26740.56","148.5"
"Maybach","57","Female","25","India","Turquoise","1","91983.21","0.1015","9630.56","156.1"
"Toyota","Supra","Female","21","India","Aquamarine","","15865.6","0.0141","32332.96","162.4"
"Ford","LTD","Female","50","India","Fuscia","1","84318.8","0.2075","21326.91","147.5"
"Land Rover","LR3","Female","35","India","Teal","1","37048.54","0.4219","21976.97","185.8"
"Cadillac","Escalade","Female","50","India","Goldenrod","","62055.82","0.6947","25251.15","222.8"
"Mercedes-Benz","300SL","Male","41","India","Goldenrod","1","99487.39","0.4701","43169.43","138.4"
"Kia","Amanti","Male","71","India","Yellow","1","28694.17","0.1855","38580.83","204.3"
"Mercedes-Benz","S-Class","Female","39","India","Orange","","31572.21","0.6419","22649.66","181.8"
"Mitsubishi","Tredia","Male","26","India","Orange","","83275.92","0.0206","16190.41","151"
"Nissan","Maxima","Female","72","India","Aquamarine","1","82984.64","0.1419","14274.47","131.3"
"GMC","Yukon","Male","40","India","Blue","","52525.06","0.3194","31463.04","229.8"
"Mazda","Miata MX-5","Male","53","India","Mauv","","52067.92","0.4429","25817.01","219.1"
"Chevrolet","Sportvan G20","Female","49","India","Indigo","","60210.6","0.6016","21463.89","120.9"
"Acura","MDX","Male","73","India","Yellow","","64002.35","0.4748","7006.71","179.1"
"Maybach","57","Male","73","India","Yellow","1","96477.51","0.5637","8480.66","222.4"
"Nissan","300ZX","Male","36","India","Mauv","","88881.5","0.6745","21589.62","175.6"
"Acura","NSX","Female","43","India","Indigo","1","15290.71","0.1265","41352.79","140.7"
"Land Rover","LR2","Male","51","India","Mauv","1","27256.57","0.697","41266.67","144.9"
"Volkswagen","Eurovan","Male","50","India","Red","","29465.62","0.6168","16354.8","205.6"
"Infiniti","I","Male","72","India","Puce","","57048.98","0.2026","27217.26","167.3"
"Suzuki","XL-7","Female","62","India","Maroon","1","24041.88","0.3061","23381.46","172.6"
"Dodge","Ram 1500 Club","Female","34","India","Crimson","","50248.52","0.5989","36251.88","129.4"
"Mercedes-Benz","C-Class","Male","30","India","Mauv","","46981.2","0.3235","28188.83","167"
"Subaru","Justy","Female","58","India","Mauv","1","91984.88","0.4713","39005.49","122.4"
"Mazda","B-Series","Female","40","India","Khaki","1","83507.75","0.0945","11302.37","141.5"
"Maserati","Quattroporte","Female","65","India","Blue","","14591.27","0.2667","7440.73","191.6"
"Ford","F150","Male","21","India","Pink","1","40426.95","0.2447","28382.6","219.2"
"Volkswagen","Eos","Female","67","India","Maroon","1","56808.37","0.1747","33850.92","193.9"
"Cadillac","CTS","Male","32","India","Maroon","","16472.51","0.4805","44534.2","139.5"
"Volkswagen","Rabbit","Female","48","India","Teal","1","28492.42","0.4856","40421.4","122.7"
"Mercedes-Benz","SL-Class","Female","68","India","Puce","","86486.82","0.6332","15656.34","182.6"
"Geo","Prizm","Female","30","India","Red","","80066.98","0.5368","30530.95","135.7"
"Mazda","626","Female","41","India","Orange","1","22800.39","0.463","37608.49","146.5"
"GMC","Sierra 1500","Male","45","India","Turquoise","","70012.74","0.4679","12095.04","120.1"
"BMW","Z4 M","Male","57","India","Maroon","","49472.1","0.4274","13811.31","188.1"
"Nissan","Murano","Female","26","India","Fuscia","","45618.69","0.6053","10599.14","196.7"
"Mitsubishi","RVR","Female","42","India","Purple","1","42412.14","0.4431","11175.93","228.9"
"Acura","MDX","Male","44","India","Blue","","28563.51","0.3299","23664.92","153.4"
"Dodge","Ram 1500","Female","33","India","Indigo","","50770.58","0.6502","48196.39","216.5"
"Lamborghini","Gallardo","Male","49","India","Mauv","1","74926.01","0.1792","21079.98","202.6"
"Dodge","Neon","Female","33","India","Aquamarine","1","30014.04","0.1318","8124.61","230.7"
"GMC","Savana 2500","Female","63","India","Mauv","1","90284.29","0.4478","31231.55","228.1"
"Mercury","Grand Marquis","Male","50","India","Mauv","","51035.74","0.4137","21666.43","138.8"
"Acura","Integra","Female","25","India","Blue","","19318.2","0.035","27273.46","136.3"
"Mitsubishi","RVR","Female","56","India","Puce","","73817.2","0.0329","37867.1","161.5"
"Audi","A5","Female","25","India","Red","1","93081.27","0.3943","37775.89","126.7"
"Honda","Accord","Female","55","India","Teal","","39567.61","0.5023","49972.56","234.7"
"Pontiac","LeMans","Male","72","India","Pink","","61533.74","0.2115","19957.76","242.7"
"Eagle","Vision","Female","72","India","Yellow","1","18199.43","0.6945","20144.89","178.1"
"Chevrolet","Silverado","Female","73","India","Violet","1","66428.75","0.5091","9836.41","211.6"
"Mercedes-Benz","300TE","Female","55","India","Purple","1","47255.99","0.4289","33445.56","233.8"
"Scion","tC","Male","33","India","Maroon","","67474.04","0.3074","3144.16","195.9"
"Buick","Electra","Female","72","India","Violet","","85739.33","0.0076","15238.25","217.2"
"Kia","Sedona","Male","37","India","Maroon","","39432.66","0.5006","27239.14","143.9"
"Mazda","MX-3","Female","60","India","Turquoise","","11927.01","0.2625","26490.14","193.4"
"Lamborghini","Murciélago","Female","30","India","Mauv","","25893.65","0.4597","26390.08","241.5"
"Saturn","S-Series","Male","73","India","Green","","26685.21","0.3386","30166.06","216.6"
"Mercedes-Benz","CL65 AMG","Female","46","India","Aquamarine","1","89237.79","0.0736","18557.26","168.8"
"Porsche","Boxster","Male","22","India","Goldenrod","","48380.36","0.5503","26652.1","165.9"
"Honda","Pilot","Male","54","India","Crimson","","28148.79","0.063","4835.48","192.5"
"Lexus","SC","Male","60","India","Indigo","","11598.4","0.1206","15758.86","140.9"
"Dodge","Stealth","Male","20","India","Pink","","27777.67","0.69","48437.3","144.5"
"Pontiac","Vibe","Female","45","India","Maroon","1","45390.63","0.6025","11764.51","197.5"
